LON,LAT,FID,TRUESKILL_MEAN,TRUESKILL_STD,DATE
30.66302272,28.18002195,2028,0.034279259,0.255563933,11/02/2023 00:00
38.46606938,12.65438366,8230,0.96344735,0.163552471,11/02/2023 00:00
-94.0408264,39.14402367,4172,0.270896407,0.272353416,13/03/2022 00:00
-51.93779839,-18.61759915,4527,0.504011999,0.122262346,28/06/2023 00:00
-3.388908552,56.54161282,4270,0.449490184,0.097776105,09/04/2023 00:00
6.883647045,46.3520465,2575,0.270768264,0.242872427,10/02/2023 00:00
-39.29481525,-15.56634807,2413,0.52680306,0.096959811,04/07/2021 00:00
55.53340678,55.46036434,82,0.55823566,0.087161893,06/07/2021 00:00
10.8418588,45.47964398,6106,0.248516631,0.211935758,17/07/2023 00:00
-122.6611191,45.28768306,5820,0.333455987,0.183564934,08/12/2023 00:00
-83.08073944,41.41912583,5333,0.413151325,0.130554836,08/12/2023 00:00
39.28499953,48.74928709,2776,0.593309232,0.125854426,07/07/2022 00:00
42.47695733,42.13408682,6902,0.328130406,0.134570627,17/04/2022 00:00
-101.4794899,54.01508379,530,0.955046,0.23611621,09/12/2021 00:00
11.24348459,60.37930312,1848,0.396391041,0.162406138,31/05/2023 00:00
12.35405715,44.95614689,2075,0.270171227,0.175129603,28/10/2022 00:00
-93.22710807,52.56224567,250,0.954775131,0.246366666,22/08/2021 00:00
-147.394218,63.01911381,1861,0.951107258,0.210989353,19/08/2019 00:00
-37.14595446,-9.900797145,7449,0.669357347,0.124391631,08/12/2017 00:00
30.58306702,49.64732515,2215,0.495945809,0.116138821,29/04/2011 00:00
-114.5213354,33.80443708,8193,0.368640909,0.160906916,24/04/2023 00:00
16.3210523,-3.095585932,7720,0.631016056,0.0980973,25/01/2023 00:00
-94.82541256,17.50214597,4616,0.34925446,0.195273866,15/02/2023 00:00
12.05122941,60.50111835,588,0.404348959,0.157330415,09/04/2021 00:00
35.89645943,54.12875642,1264,0.700461188,0.100934088,08/06/2020 00:00
14.23684845,50.44591749,3316,0.356829245,0.120317125,21/09/2020 00:00
-3.326020654,12.63681452,244,0.538394805,0.082822263,27/11/2023 00:00
68.76145378,36.76522447,3848,0.188826921,0.110441377,27/06/2021 00:00
-14.02639284,16.34760655,3218,0.495810933,0.088318088,06/11/2023 00:00
16.20087195,45.75240699,3167,0.409612088,0.110138019,05/06/2023 00:00
-11.37673742,12.72970384,1113,0.548357413,0.067823592,06/02/2024 00:00
5.679984791,50.76700458,1911,0.09912047,0.361466321,02/09/2023 00:00
-91.42258262,40.37307058,1042,0.512575081,0.109352714,21/02/2023 00:00
-64.08495801,-16.93000104,4541,0.727789624,0.165176095,19/07/2018 00:00
-91.46409671,29.93482397,4936,0.7191785,0.187544277,02/11/2021 00:00
-98.24995223,40.900703,1015,0.432999068,0.096961461,06/09/2023 00:00
-92.30802201,18.43339232,616,0.523337209,0.09861687,11/12/2022 00:00
-65.79472419,46.7574574,1089,0.423868828,0.126262073,08/12/2023 00:00
-68.64670925,65.02399231,1187,0.962787233,0.119507871,08/11/2020 00:00
29.91019879,46.59514284,5949,0.424731259,0.121607331,27/03/2022 00:00
12.12377116,42.73225497,518,0.379200886,0.142670229,10/12/2023 00:00
19.74042551,-0.982388786,5020,0.967710756,0.316829089,29/02/2020 00:00
-123.1575855,41.83262461,5276,0.654065346,0.11128778,08/12/2023 00:00
61.1670561,66.74427605,3482,0.963497981,0.187310901,30/09/2022 00:00
-55.34860136,5.768327457,4691,0.332141195,0.17554903,08/12/2023 00:00
38.59233913,40.33932664,3659,0.444842004,0.110482682,16/05/2023 00:00
106.6899878,10.88013247,6838,0.136739971,0.66839473,08/12/2023 00:00
58.39208354,53.9623503,5232,0.126058877,0.38874224,16/08/2022 00:00
105.8116292,15.42257884,834,0.501729938,0.354676336,18/10/2022 00:00
109.245119,18.44321177,8449,0.113474423,0.408188802,30/08/2020 00:00
62.2215088,34.27534005,3141,0.290155716,0.234927383,08/12/2023 00:00
135.1226319,35.36826142,4555,0.331033589,0.483186034,08/12/2023 00:00
13.34065303,-9.157949428,5350,0.712695455,0.156188891,30/08/2022 00:00
-79.321828,33.48963392,1896,0.510618686,0.036358945,08/12/2023 00:00
85.96820176,22.46036896,10121,0.333218352,0.401189289,06/03/2023 00:00
134.8093126,34.76572574,6209,0.079053315,0.729390514,08/12/2023 00:00
86.20950727,25.01552965,8352,0.266996338,0.38229582,05/11/2022 00:00
23.63265486,43.79200019,1191,0.477435677,0.106671832,06/02/2022 00:00
100.5487833,61.31537984,2236,0.955358017,0.511048788,08/02/2023 00:00
-84.14873337,31.50510094,7369,0.615959292,0.105567985,08/12/2023 00:00
-75.38936016,8.023806071,6386,0.610869314,0.0832382,27/06/2012 00:00
-59.95714192,-33.11650297,8519,0.757400358,0.156099005,05/02/2024 00:00
25.21459997,45.92244075,1253,0.432337637,0.079167772,03/02/2023 00:00
-2.512670854,42.51879404,4746,0.350443896,0.097577773,08/12/2023 00:00
41.18226414,45.78499237,1932,0.377448461,0.109573517,05/05/2023 00:00
31.19496424,47.71128925,1405,0.562190448,0.100716545,16/03/2022 00:00
-114.9988045,51.13637847,382,0.615167493,0.077149258,08/02/2023 00:00
40.3707909,39.28428209,1562,0.362311192,0.178032897,15/07/2023 00:00
68.2288642,37.84109919,1105,0.587691678,0.095287533,27/05/2023 00:00
57.88513945,56.02692807,2048,0.730339805,0.211443137,16/05/2012 00:00
-3.189291225,16.41757018,5616,0.566158741,0.047792906,14/09/2022 00:00
-44.75600771,-17.51088767,1738,0.505271264,0.076222667,03/04/2022 00:00
69.23167932,61.10289089,1110,0.968360167,0.063314833,27/07/2022 00:00
56.01417688,67.98351239,523,0.954388004,0.113438864,14/07/2023 00:00
68.56880805,24.10975151,529,0.959815449,0.100891735,13/03/2022 00:00
-78.69972611,-5.429091206,5698,0.62639948,0.193108537,22/08/2022 00:00
-9.86990643,10.63613036,9159,0.448644469,0.087643343,13/11/2023 00:00
8.336741954,11.66920471,2840,0.542787103,0.094143935,02/04/2022 00:00
-56.90287459,-29.65236919,253,0.579194908,0.1646265,09/10/2022 00:00
-111.4901823,46.19846082,3126,0.37250385,0.146302663,08/12/2023 00:00
-100.67667,18.66468962,2984,0.559416752,0.087415674,23/04/2023 00:00
-99.06698391,18.1518314,6762,0.491977926,0.093389407,12/11/2021 00:00
-11.08882199,11.5428056,6085,0.956891282,0.121419639,09/01/2024 00:00
-93.08307355,35.16879312,2396,0.591897307,0.165236518,10/03/2023 00:00
28.22037665,48.20647998,7889,0.494486185,0.113375212,09/11/2022 00:00
-72.62411612,41.92892603,5119,0.236230009,0.30996944,08/12/2023 00:00
-65.40388058,-9.682183827,6238,0.470939214,0.080728291,30/09/2021 00:00
-63.74611087,6.157204533,2117,0.956302624,0.321987618,20/08/2020 00:00
30.95861055,53.22405304,4154,0.703308283,0.175138182,19/05/2019 00:00
19.7718567,44.74794957,2033,0.384235159,0.129440798,26/07/2022 00:00
43.49829634,36.07003547,5992,0.38588468,0.116343435,08/03/2023 00:00
-75.9541432,69.38536298,4598,0.953519183,0.068639007,24/07/2020 00:00
-59.31192244,54.59988407,1777,0.961428616,0.130188761,29/08/2014 00:00
35.90897711,59.06470739,893,0.966363661,0.343306199,31/05/2019 00:00
-49.41798486,-1.798543359,630,0.96617253,0.101201303,20/07/2018 00:00
-95.48619241,18.2455122,5664,0.592379415,0.119708521,03/04/2023 00:00
-77.61514024,49.73936313,4191,0.717627006,0.182631449,22/10/2017 00:00
-81.1167994,-4.88306838,3671,0.486912115,0.094038617,04/05/2022 00:00
67.71056656,67.43842921,6146,0.950033146,0.105535636,20/07/2012 00:00
14.21695946,49.92085531,3717,0.300221795,0.2231984,08/12/2023 00:00
-93.7155382,30.48475795,8716,0.874115453,0.348766767,04/10/2020 00:00
-74.97571535,4.21886646,4427,0.38951171,0.098661451,08/12/2023 00:00
6.87171194,51.09460686,4339,0.183726084,0.32474982,03/01/2023 00:00
41.17853628,5.513388847,3813,0.958260988,0.127802773,18/02/2021 00:00
-80.89410664,34.8119548,1806,0.587025951,0.099399318,08/12/2023 00:00
8.113503714,10.58765751,341,0.484433758,0.07023535,01/11/2018 00:00
30.17263318,55.20805114,4268,0.289520742,0.206381804,25/08/2022 00:00
-0.262267641,44.96545932,306,0.408186078,0.154190923,08/12/2023 00:00
-2.773616629,10.26879152,2551,0.954642176,0.072897779,11/03/2022 00:00
42.81810258,42.82850625,1003,0.963410172,0.105370243,16/11/2019 00:00
26.94591309,-5.598748978,842,0.956212316,0.134715123,10/07/2023 00:00
39.64364162,-0.500465475,362,0.441067892,0.144063079,06/07/2022 00:00
-122.4346379,52.99599939,2564,0.609860167,0.081040351,10/09/2022 00:00
58.52706134,56.50076204,2801,0.696041867,0.121629329,07/08/2023 00:00
-48.02295777,-0.778321561,2342,0.762547513,0.141249153,30/08/2020 00:00
-95.45284773,29.0091909,6472,0.427949573,0.212638535,01/10/2022 00:00
-86.41601059,40.74951084,2975,0.444702865,0.116343269,08/12/2023 00:00
-78.09495236,-1.488568836,6851,0.603392079,0.068794866,22/11/2023 00:00
20.94327252,-28.72148051,6835,0.347494561,0.16468248,08/12/2023 00:00
-106.2819408,64.34501005,1114,0.954915081,0.065138849,18/09/2022 00:00
-48.38741774,-17.52174927,3284,0.661453352,0.09651322,22/08/2018 00:00
30.87600033,50.99161681,1845,0.695176923,0.158139209,09/05/2020 00:00
-71.17625383,-32.79754455,6505,0.284290367,0.415721541,08/12/2023 00:00
66.99633738,53.30156303,782,0.51043546,0.112735281,26/04/2023 00:00
-71.84457818,7.494031054,7447,0.566211589,0.075116424,26/10/2016 00:00
39.44549442,52.31241267,2224,0.666878428,0.146545626,25/03/2019 00:00
-51.75599651,-6.788468088,2369,0.589478316,0.08451409,17/06/2018 00:00
-123.0522319,43.32258815,1931,0.470094824,0.134343014,08/12/2023 00:00
-76.35780757,42.02924464,7769,0.268992515,0.275907237,08/12/2023 00:00
-85.43609962,38.63375261,2072,0.385266437,0.131414638,08/12/2023 00:00
-50.28891625,-9.993610727,2876,0.606605656,0.12477333,15/09/2023 00:00
20.40404572,5.150443785,1980,0.951540639,0.106776408,28/03/2020 00:00
31.75882398,5.143679044,7925,0.957089757,0.1755777,26/03/2020 00:00
9.657256148,6.399654108,1284,0.955741334,0.153363043,25/11/2010 00:00
46.41414071,31.3592423,3737,0.236415528,0.140593973,08/12/2023 00:00
14.88595575,12.4244332,1293,0.58267932,0.067297653,24/10/2022 00:00
18.06984661,52.20606684,6567,0.507333901,0.112572664,04/02/2019 00:00
-86.37703837,32.86258309,3111,0.962136917,0.224261525,08/12/2023 00:00
63.21533181,57.65574832,2553,0.66091325,0.129268564,09/06/2023 00:00
48.69968734,31.70329983,4377,0.435994537,0.091400611,16/05/2012 00:00
-85.5293488,35.79388195,2848,0.581924734,0.082172356,08/12/2023 00:00
-92.15257301,32.44072986,3208,0.638585853,0.087060934,30/04/2020 00:00
10.42047508,50.01396427,1228,0.177438288,0.362886341,04/01/2022 00:00
-70.04809709,-7.620507652,7358,0.95240297,0.283537611,24/07/2017 00:00
-57.91117675,-10.77229287,5758,0.689424119,0.211907732,01/07/2023 00:00
31.11312154,21.64282721,7206,0.969213153,0.267129201,07/08/2021 00:00
21.89450205,5.312234267,3308,0.656490231,0.12035402,14/01/2023 00:00
-67.88223363,-38.0213197,6355,0.6041811,0.207893537,08/12/2023 00:00
38.57445412,45.65531646,2509,0.242688926,0.226219174,29/04/2019 00:00
22.64333702,61.21621217,1696,0.424265178,0.099401416,17/06/2023 00:00
-98.5104968,21.90773357,1818,0.484324771,0.063863952,30/11/2021 00:00
27.55071479,3.312618863,2173,0.951800934,0.129803656,19/12/2022 00:00
-76.44028228,-4.538047102,1268,0.954287888,0.316695948,05/09/2012 00:00
-105.3017673,21.9485694,5710,0.169114055,0.371049095,03/04/2023 00:00
-65.71009101,-39.26535328,3091,0.626528072,0.110567093,17/04/2024 00:00
34.18472015,61.90405878,808,0.390380487,0.192204081,21/06/2023 00:00
-100.9817292,33.1027506,6410,0.596605683,0.083947963,18/05/2022 00:00
-100.3876291,41.92567435,3983,0.530413372,0.124633296,08/12/2023 00:00
-106.8281807,32.26796368,4632,0.289548678,0.208687519,31/08/2021 00:00
-94.80127889,29.78908848,5575,0.6481135,0.153952506,29/09/2022 00:00
68.92815516,27.90733917,6003,0.489842034,0.443979711,17/11/2023 00:00
-100.1645469,18.06305397,3197,0.682118809,0.157655193,08/04/2023 00:00
114.3079134,53.75736328,11153,0.957857011,0.408771013,16/08/2023 00:00
-74.03101709,42.86748729,2447,0.232832213,0.188712054,08/12/2023 00:00
-72.70914866,-16.54604676,872,0.580974468,0.040304543,22/02/2024 00:00
-72.99320638,-3.490294833,3691,0.59640898,0.139525301,04/09/2023 00:00
17.74491642,8.193474695,1751,0.548532846,0.078129715,22/01/2023 00:00
105.8302434,-6.436398767,11058,0.426688601,0.5969393,08/12/2023 00:00
4.592234848,51.2093006,637,0.11716007,0.445414926,20/05/2023 00:00
46.97613275,-17.02307492,3591,0.641337915,0.061102096,31/03/2024 00:00
10.91583355,4.930434632,1120,0.966153362,0.123856513,07/05/2017 00:00
-78.43846327,0.1122546,1482,0.568499916,0.05738629,27/08/2022 00:00
89.31652398,22.19919372,3730,0.567628344,0.51417452,16/12/2022 00:00
18.7033057,-4.858810067,225,0.74355984,0.142737665,09/11/2021 00:00
24.80308794,3.49285132,1011,0.958565723,0.212619838,14/02/2023 00:00
-96.8607834,47.61214155,1357,0.458065097,0.088526976,08/12/2023 00:00
-84.01996213,10.52414313,5261,0.62331094,0.074266755,20/03/2023 00:00
22.53508079,-8.839360695,4546,0.958868939,0.094752802,23/09/2023 00:00
16.49233685,-4.248994211,1673,0.968666266,0.208732555,13/08/2019 00:00
46.70620339,-23.50102979,2591,0.599183747,0.149536133,26/09/2023 00:00
-79.92667016,40.20533371,151,0.272794598,0.324742937,08/12/2023 00:00
-119.660794,56.16561626,657,0.684476322,0.141093823,31/07/2021 00:00
-81.2689748,7.943171526,3573,0.70114351,0.175520606,02/02/2023 00:00
17.6899966,45.83734682,1521,0.517075622,0.081200815,22/08/2020 00:00
35.06795799,11.2175759,6073,0.44096202,0.082278033,31/01/2023 00:00
10.22475905,-0.712402185,123,0.218381853,0.205010412,08/12/2023 00:00
48.58334867,31.91745563,3159,0.433249973,0.105088562,05/12/2018 00:00
26.99660721,46.57021078,3565,0.537969173,0.042679395,10/08/2019 00:00
42.29162064,42.19888526,2729,0.612931576,0.073970242,09/11/2023 00:00
-79.52249211,40.81206411,2106,0.025034724,0.537650154,08/12/2023 00:00
-77.94944465,37.62814034,2756,0.548282183,0.072341863,08/12/2023 00:00
9.486607,7.059821666,181,0.616705432,0.111507108,08/02/2022 00:00
-0.512578827,44.77593432,3558,0.29547596,0.181593422,08/12/2023 00:00
28.8511624,36.87801469,10,0.704081628,0.146586971,13/03/2023 00:00
-13.09689761,15.5324797,4700,0.553579564,0.094876794,24/11/2023 00:00
-90.10962309,31.65719945,8145,0.723951456,0.158891819,18/10/2020 00:00
41.14423763,37.75070071,5550,0.520264337,0.072207811,17/11/2019 00:00
29.75534458,-24.36705482,7843,0.595522118,0.086088966,07/06/2023 00:00
-63.31190157,-17.2534495,6255,0.459163589,0.165342096,16/10/2023 00:00
46.08380648,-17.28303563,1138,0.652490337,0.165006909,12/04/2024 00:00
48.60222569,46.48310998,7660,0.457805557,0.042263831,04/07/2023 00:00
28.52631108,48.12009475,6817,0.404619295,0.110501837,19/10/2013 00:00
14.56558638,53.36074859,7616,0.424632111,0.064630195,30/03/2021 00:00
55.62054397,56.9268925,4798,0.590298924,0.092950155,26/05/2011 00:00
28.79019125,61.21515992,45,0.403758365,0.237482806,07/03/2021 00:00
1.308747637,44.49396606,916,0.347890256,0.168451388,03/01/2023 00:00
22.69444366,52.39254074,1141,0.502076078,0.111761584,13/05/2021 00:00
-0.412338208,47.41621799,7908,0.366226379,0.133539096,08/12/2023 00:00
-97.55510384,42.02358797,3160,0.500709135,0.084746935,08/12/2023 00:00
23.09448442,45.84226088,5092,0.311058333,0.117980511,26/04/2017 00:00
17.25257421,45.15106138,3690,0.153477439,0.400562872,03/03/2019 00:00
0.726070616,44.40390422,449,0.111660503,0.406415183,17/05/2022 00:00
-71.92095263,11.06031294,976,0.564518141,0.036544261,16/09/2022 00:00
-57.95914579,-31.29993512,2839,0.372771039,0.135211572,08/12/2023 00:00
-71.74417494,2.886447403,2419,0.563791814,0.119460203,11/02/2017 00:00
43.45427952,35.1427306,3955,0.375093845,0.141714839,14/10/2022 00:00
29.80680862,48.35872973,4771,0.430392144,0.077690792,05/03/2023 00:00
62.73625386,67.99122948,1420,0.957226626,0.117485315,06/07/2022 00:00
26.60805157,44.44180723,3088,0.351000917,0.171013428,24/03/2022 00:00
-46.90875998,-23.43502137,4629,0.309570335,0.19911203,08/12/2023 00:00
-135.21178,68.54438268,4017,0.962507198,0.119697812,07/02/2022 00:00
-94.80889113,29.96167516,640,0.59377077,0.139942998,23/09/2022 00:00
24.24710107,50.32382083,168,0.490957861,0.203035092,26/06/2019 00:00
-112.4799851,43.15161796,4236,0.587635202,0.107323693,08/12/2023 00:00
58.22691765,54.93444041,1429,0.653595484,0.094016954,09/01/2022 00:00
61.07223884,60.26030769,1021,0.968907465,0.124353273,13/08/2023 00:00
-77.46928186,46.1058723,368,0.521650033,0.098087254,08/12/2023 00:00
20.63000639,44.87399883,4682,0.362110923,0.195860633,08/12/2023 00:00
-74.11346267,6.118728508,4044,0.715584852,0.146739439,15/07/2018 00:00
-49.83238374,-14.19041339,8364,0.597842425,0.106280345,04/06/2023 00:00
-68.41211707,-43.87736379,4425,0.501963906,0.123282803,21/10/2023 00:00
-75.81033804,0.496375997,879,0.73319642,0.160837462,07/09/2023 00:00
-50.9004343,-23.70355383,3347,0.71859299,0.110456501,27/06/2021 00:00
-4.339062194,15.17177302,6104,0.548151959,0.09868467,10/10/2023 00:00
24.51511833,49.90375067,5378,0.485556804,0.049008732,16/03/2016 00:00
-7.739338738,39.59137971,4201,0.607316341,0.126225617,13/08/2021 00:00
65.37035356,65.668815,3572,0.952193266,0.128804236,17/06/2018 00:00
-12.55870472,9.227853429,6345,0.632334045,0.153296111,05/04/2023 00:00
33.45651993,14.55403068,3847,0.419806303,0.102310735,01/06/2023 00:00
30.56470563,51.56591159,3209,0.6258413,0.113349407,19/08/2020 00:00
25.15679799,0.50308499,4590,0.285953891,0.198151118,28/10/2022 00:00
30.26886022,52.57600316,2602,0.771925138,0.203546156,10/03/2016 00:00
10.26431195,45.00411499,5397,0.42767937,0.098105971,07/07/2021 00:00
-74.94125876,-1.202657,7238,0.965383039,0.200168584,19/12/2013 00:00
-63.36944442,-16.58800246,1418,0.451751548,0.120588715,26/11/2022 00:00
25.7936583,3.258172009,2796,0.957886923,0.337419396,13/02/2016 00:00
-65.85287575,-8.711579622,3817,0.962513569,0.281197278,30/07/2017 00:00
43.15463006,54.6770641,3389,0.690324107,0.113491076,20/08/2021 00:00
65.79683338,68.56324745,4398,0.963136643,0.205207224,30/07/2023 00:00
-67.45816476,45.99646146,1078,0.528909604,0.116634382,08/12/2023 00:00
-74.42290362,9.011422019,2598,0.556930807,0.041518819,08/12/2023 00:00
30.08722821,-2.063441062,4696,0.44578635,0.085660322,19/07/2023 00:00
-40.14567665,-9.097539978,1249,0.043387372,0.147623571,08/12/2023 00:00
26.44158137,54.59492587,1499,0.562908318,0.130303029,09/02/2019 00:00
-98.56211507,21.98160003,4034,0.483285259,0.185209867,31/12/2021 00:00
14.05532676,50.66002304,580,0.054266908,0.606199946,31/05/2023 00:00
-50.32073533,-3.331943199,3062,0.800128018,0.209426943,01/10/2022 00:00
-123.2286122,43.29306164,5798,0.522961505,0.140513986,08/12/2023 00:00
